User-agent: Mediapartners-Google
Disallow:
User-Agent: *
Allow: *
Disallow: /wap
Disallow: /feromon
Disallow: /hirlevel
Disallow: /idojaras
Disallow: /otp2010
Disallow: /plaza
Disallow: /pszicho
Disallow: /templates
Disallow: /tv2
Disallow: /vlive
Disallow: /vlivetest
Disallow: /etarget_parom_vertical.php
Disallow: /function.mysql-connect
Disallow: /photos
Disallow: /click.php
Disallow: /main.tars?page=search_matches2
Disallow: /main.tars?page=search_matches
Disallow: /main.tars?page=forum_topics
Disallow: /main.tars?page=forum_topic
Disallow: /do_ipl.php
